,date,text
305,2019-06-16 23:52:47,"https://t.co/GyWnlOLrab

My new video
#HappyFathersDay #يوم_الاب_العالمي #AmitabhBachchan 
#GOT7_KEEPSPINNINGinSeoul_Day2  #GameOfThronesFinale"
306,2019-06-16 23:20:10,RT @robert_sith305: Game of thrones night king and Theon recreation!!!!!! #GameOfThronesFinale #GameofThronesSeason8 #nightking #GameOfThor…
307,2019-06-16 23:18:15,"RT @Shatha816: Why everyone was so unsatisfied and angry by the ending of #GOT #GameOfThronesFinale 
I feel it is the best senario ever 😍👏🏽…"
308,2019-06-16 23:13:29,#art  is doin  #drawings n stuff   tone    dus a bit  ov   paintin   on th  side  #GameOfThronesFinale  wassa  bit on th side i feel 🤮 https://t.co/NAbUI3AXqH
309,2019-06-16 22:59:01,"RT @Cutewalterr: #GameOfThronesFinale 

This guy just Perfected the Game of Thrones Characters. 😂😂😂

Which did he get the most?

https://t.…"
310,2019-06-16 22:42:50,RT @robert_sith305: Game of thrones night king and Theon recreation!!!!!! #GameOfThronesFinale #GameofThronesSeason8 #nightking #GameOfThor…
311,2019-06-16 22:42:15,RT @Dr_Nejad: Farewell Game of Thrones. Thank you for 8 years of entertainment! #GameOfThronesFinale
312,2019-06-16 22:33:32,RT @Rorivera27: I just want to see if they make a new series with Arya called West of Westeros! I’ll pay good money to see that series!! #A…
313,2019-06-16 22:26:30,RT @ArakiCrafts: Extra wide teeth comb https://t.co/fMLn07SiqN pocket size #mondaymotivation #travel #nature #GameOfThronesFinale #MyMornin…
314,2019-06-16 22:14:40,#JonSnow's apology for Season 8 is finally out. #GameOfThronesFinale #GameOfTrones #got #deepfake https://t.co/uaKVLcjOKZ
315,2019-06-16 22:13:50,"RT @LowahLavierah: One of the best and powerful scenes in GOT👏 I kept repeating it ,crying,smiling just mixed feelings..Peter is a really g…"
316,2019-06-16 22:13:10,RT @amyjeanpdx: R U fucking kidding me @people?? WTFuck #michelecorriston you dumb B. The POST may contain spoilers? The HEADLINE GIVES THE…
317,2019-06-16 21:46:35,RT @xo_kristenleigh: “Jaime Lannister is the nastiest skank bitch I’ve ever met. DO NOT TRUST HIM. He is a fugly slut!” #GameOfThronesFinal…
318,2019-06-16 21:41:41,"RT @sanshodelaine: Queen in the north!
Lots of symbolism here. Chose the colors that mostly represent house Stark. Drawing the armor was th…"
319,2019-06-16 21:41:10,"RT @FoldableHuman: Say what you will about the #GameOfThronesFinale, the John Hughes homage was a bold choice to end on. https://t.co/kKJrJ…"
320,2019-06-16 21:14:15,"Btw, while watching #GameOfThronesFinale and the #NBAFinals with the #WeTheNorth Toronto campaign, I must say I was hoping for some local #north Kosovo #political references.
Seemed only natural."
321,2019-06-16 21:13:54,RT @ihateyoujodyy: Sam sitcho dumbass back down #GameOfThronesFinale
322,2019-06-16 20:33:38,"RT @thegoodtheweird: https://t.co/0Oz3E1fwyu #forthethrone #GameOfThronesFinale soundtrack review :)

#sza #asaprocky #theweeknd #jamesarth…"
323,2019-06-16 20:23:52,"RT @sanshodelaine: Queen in the north!
Lots of symbolism here. Chose the colors that mostly represent house Stark. Drawing the armor was th…"
324,2019-06-16 20:23:22,"RT @sanshodelaine: Queen in the north!
Lots of symbolism here. Chose the colors that mostly represent house Stark. Drawing the armor was th…"
325,2019-06-16 20:20:10,Just watched the last episode of #Jamestown. Did I blink? Did I miss something? It made the #GameOfThronesFinale seem positively well considered and overly long. So glad I spent these last few years watching it. Thanks for nothing.
326,2019-06-16 20:12:32,"https://t.co/0Oz3E1fwyu #forthethrone #GameOfThronesFinale soundtrack review :)

#sza #asaprocky #theweeknd #jamesarthur"
327,2019-06-16 19:58:15,"Some of you guys asked for more GOT, this might be the last one for a while, or at least until we get any interesting news regarding the show. Game of Thrones - The Assassination of Jon &amp; Daenerys! RANT https://t.co/XMG791j2nN via @YouTube #GameOfThronesFinale https://t.co/3yWhfYDIWx"
328,2019-06-16 19:50:29,"Turns out, Jon Snow really did know nothing after all. Either that or David Benioff and D. B. Weiss were so consumed with Daenery's character assassination that they forgot about this scene...and so many others. #GameOfThrones #GameOfThronesFinale https://t.co/oYXWGt6xcz"
329,2019-06-16 19:39:37,"""That's what i do i drink and i know things"" ~ Jungkook's style
#BTS #got #GameOfThronesFinale
https://t.co/aNNZJX9CB1"
330,2019-06-16 19:34:48,RT @10YearsInTheUSA: Can’t still believe how whack was #GameOfThronesFinale  #GOT https://t.co/eDOEQedCvk
331,2019-06-16 19:30:24,Game of Thrones Night King! https://t.co/5UOa7yc7pt @EMGraphicsEbay @FWMediaTweets @EMGraphicsEbay @GameOfThrones #GameofThrones #GameOfThronesFinale #GameofThronesSeason8 #gots08e03 #gotseason7 #nightking #JonSnow #AryaStark #khaleesi #whitewalker #ebayfinds
332,2019-06-16 18:50:44,"@McKayMSmith Still in my boxers having just watched the #GameOfThronesFinale. 
I love #FathersDay"
333,2019-06-16 18:49:27,We wanted a better ending full stop!!! #letDown #GameOfThronesFinale https://t.co/vMDzG1gaU5
334,2019-06-16 18:46:30,RT @renegadecut: The #GameofThronesFinale and reaction to it got me thinking about American interventionism and how we see civilian casualt…
335,2019-06-16 18:39:49,We all expected a better death #GameOfThronesFinale https://t.co/cBfyi4G5Ou
336,2019-06-16 18:38:04,You can find memes like this on our instagram page: #GameOfTrones #GameOfThronesFinale #stark #lannister #baratheon #joffrey #joffrey #tommen #cersei #bran #threeeyedraven #king #queen #westeros #bronnandhiscastle #instagram https://t.co/MRsLGYRXv8
337,2019-06-16 18:16:20,Trending #GameofThrones #GameOfThonesFinale #GameOfTrones #gameofthones #gamefthrones #GamesOfThrones #GameOver #GameOfThornes #GameofThronesSeason8 #GameOfThronesFinale #leadership #management #investing #F4F
338,2019-06-16 18:14:20,"RT @tilspringblooms: ""When the snows fall and the white winds blow, the lone wolf dies but the pack survives."" — 
#GameOfThronesFinale #The…"
339,2019-06-16 17:52:08,"Does @nikolajcw and @IAMLenaHeadey have a joint wardrobe?) this to much for my shipper heart!❤
#GameOfThronesFinale #Cersei #JaimeLannister https://t.co/csyJDMj6Eo"
340,2019-06-16 17:01:34,"LISTEN: recover from #GameOfThronesFinale with this week's metal mix! Featuring Through The Noise, Blacklist 9, Genus Ordinis Dei, Nereis, A Breach Of Silence, and many more on our TOTAL ECLIPSE Spotify playlist! https://t.co/aZt3QIURzR"
341,2019-06-16 16:48:06,RT @quadmcomics: NOW AVAILABLE for your listening enjoyment - THE QUAD M SHOW Ep. 156! Download or stream from your favorite podcast catchi…
342,2019-06-16 15:52:30,Trish’s arc was exciting then painful to watch but it was done in such a way that it felt organic and earned. I kept comparing it to the way DnD crapped it for Dany. #JessicaJones #GameOfThronesFinale
343,2019-06-16 15:34:01,It's very strong. #DevilMayCry  #GameOfThronesFinale #GameOfThrones https://t.co/Sc65EpB6bu
344,2019-06-16 15:09:14,"RT @FoldableHuman: Say what you will about the #GameOfThronesFinale, the John Hughes homage was a bold choice to end on. https://t.co/kKJrJ…"
345,2019-06-16 14:28:46,"RT @realFFK: ""Bend the knee""-Daenarys Targarayan

""Winter is coming""-Jon Snow. 

""For the night is dark and is full of terrors""-Mellisandra…"
346,2019-06-16 14:28:45,"RT @kistengandalf: My mood in #GameOfThrones. What are your thoughts on the #GameOfThronesFinale?
https://t.co/qBosbFI2av"
347,2019-06-16 13:04:39,"RT @cutewalter_: #GameOfThronesFinale 

This guy just Perfected the Game of Thrones Characters. 😂😂😂

Which did he get the most?

https://t.…"
348,2019-06-16 12:31:29,"Let's talk about this cute little precious baby @IAMLenaHeadey 
❤❤❤
#lenaheadey #GameOfThronesFinale #Cersei https://t.co/atXFFyNrZg"
349,2019-06-16 12:25:07,Sick! #GameOfThronesFinale https://t.co/qiTUnFMPz4
350,2019-06-16 11:54:32,"And it was a ""wise"" ending, a classic move to be fair to all characters. Especialy giving Jon Snow a full circle ending as a night's watch man. So the audience could feel home. #GameOfThronesFinale"
351,2019-06-16 11:49:30,"I really like the ""King's Landing"" battle scene episode. Total chaos!! Fire everywhere, human body burned, no silly dialogues, just total fear and worry! The unsullied showed no mercy. #GameOfThronesFinale"
352,2019-06-16 10:59:35,"RT @kistengandalf: My mood in #GameOfThrones. What are your thoughts on the #GameOfThronesFinale?
https://t.co/qBosbFI2av"
353,2019-06-16 10:59:23,"RT @kistengandalf: My mood in #GameOfThrones. What are your thoughts on the #GameOfThronesFinale?
https://t.co/qBosbFI2av"
354,2019-06-16 10:59:21,"RT @kistengandalf: My mood in #GameOfThrones. What are your thoughts on the #GameOfThronesFinale?
https://t.co/qBosbFI2av"
355,2019-06-16 10:56:18,"You may agree or not, most of you cheapsters started watching @GameOfThrones as a porn struck series😏 and then ended it by whining about the possibilities of alternate endings. 🐲
#GameOfThronesFinale"
356,2019-06-16 09:00:09,"New video 👍
#YouTube #smallyoutuber #SmallYouTuberArmy #smallyoutubercommunity #SmallYouTubeArmy #GameOfThrones #GameOfThronesFinale
https://t.co/6IjiCMvx9p https://t.co/R1ZFsCOMpz"
357,2019-06-16 08:42:50,"RT @FoldableHuman: Say what you will about the #GameOfThronesFinale, the John Hughes homage was a bold choice to end on. https://t.co/kKJrJ…"
358,2019-06-16 08:35:36,This was my predictions for how #GameOfThrones was going to end. I think my predictions are better than what we actually got 🙊 #GameOfThronesFinale #GameofThronesSeason8   https://t.co/VVIhskuyHK https://t.co/BKZcMfPzNU
359,2019-06-16 08:22:56,"RT @cutewalter_: #GameOfThronesFinale 

This guy just Perfected the Game of Thrones Characters. 😂😂😂

Which did he get the most?

https://t.…"
360,2019-06-16 08:11:34,"RT @cutewalter_: #GameOfThronesFinale 

This guy just Perfected the Game of Thrones Characters. 😂😂😂

Which did he get the most?

https://t.…"
361,2019-06-16 08:00:30,"RT @realFFK: ""Bend the knee""-Daenarys Targarayan

""Winter is coming""-Jon Snow. 

""For the night is dark and is full of terrors""-Mellisandra…"
362,2019-06-16 07:44:09,"- Halo? I don't want to talk right now, I finally finished #GameOfThronesFinale.
- But you're the one who's calling...

#GoTFinale"
363,2019-06-16 07:34:12,"RT @cutewalter_: #GameOfThronesFinale 

This guy just Perfected the Game of Thrones Characters. 😂😂😂

Which did he get the most?

https://t.…"
364,2019-06-16 07:20:04,"RT @realFFK: ""Bend the knee""-Daenarys Targarayan

""Winter is coming""-Jon Snow. 

""For the night is dark and is full of terrors""-Mellisandra…"
365,2019-06-16 07:13:05,"RT @Shatha816: Why everyone was so unsatisfied and angry by the ending of #GOT #GameOfThronesFinale 
I feel it is the best senario ever 😍👏🏽…"
366,2019-06-16 06:41:10,Dubrovnik is insane irl (and not burned down as seen in #GameOfThronesFinale) 🔥🐉⚔️🐺❄️ https://t.co/fJ4ZsQp80V
367,2019-06-16 06:11:04,"RT @cutewalter_: #GameOfThronesFinale 

This guy just Perfected the Game of Thrones Characters. 😂😂😂

Which did he get the most?

https://t.…"
368,2019-06-16 06:05:27,"Friend: Tell me a joke.

Me: GOT S8

Friend: Hahaha

#GameOfThronesFinale #GameOfThrones #GameofThronesSeason8"
369,2019-06-16 05:35:49,"So what happened to winter in Westeros?
Season 1-6 = “winter is coming”
Season 7 = “winter is here”
Season 8...
Season 8 Finale = Bran is King.
The End. #gameofthrones #GameOfThronesFinale https://t.co/iSrNaebW7L"
370,2019-06-16 05:10:18,That's it. I found the ending we all deserve. I made myself forget the actual ending and convinced myself that this was how the last season actually went down. I am now satisfied. 🗡️👑 #GameOfThronesFinale https://t.co/O6xsqpD49n
371,2019-06-16 04:30:11,Drogon is literally like ✌🏻 we never should have crossed the sea anyway! #GameOfThronesFinale
372,2019-06-16 04:21:42,"RT @JonxDanyy: Legends never die.

Goodbye Daenerys Targaryen. You'll always be remembered as the brave, inspirational, kind hearted queen…"
373,2019-06-16 04:05:49,"RT @FoldableHuman: Say what you will about the #GameOfThronesFinale, the John Hughes homage was a bold choice to end on. https://t.co/kKJrJ…"
374,2019-06-16 04:02:43,"RT @cutewalter_: #GameOfThronesFinale 

This guy just Perfected the Game of Thrones Characters. 😂😂😂

Which did he get the most?

https://t.…"
375,2019-06-16 03:48:59,RT @Gearboxstuff: They really just gave Bran who’s the weird ass cripple that didn’t do shit this entire season the Iron Throne and killed…
376,2019-06-16 03:42:25,"RT @cutewalter_: #GameOfThronesFinale 

This guy just Perfected the Game of Thrones Characters. 😂😂😂

Which did he get the most?

https://t.…"
377,2019-06-16 03:24:10,"RT @ANJALEE2001: My dramatic ass getting of the sofa, when finishing the last episode of  #GameofThrones and cancelling my Now TV subscript…"
378,2019-06-16 03:10:04,RT @robert_sith305: Game of thrones night king and Theon recreation!!!!!! #GameOfThronesFinale #GameofThronesSeason8 #nightking #GameOfThor…
379,2019-06-16 03:00:10,RT @Brancosalesasso: Fist bump 🤜🤛 would never happen on #GOT but it did on @ktlamorningnews for today's #GameOfThronesFinale.  Thanks to @D…
380,2019-06-16 01:57:55,"RT @faveslooks: Queen in the North.
#GameofThronesFinale https://t.co/1hTFGnho5m"
381,2019-06-16 01:57:05,RT @robert_sith305: Game of thrones night king and Theon recreation!!!!!! #GameOfThronesFinale #GameofThronesSeason8 #nightking #GameOfThor…
382,2019-06-16 01:37:29,"RT @ThatAnjaliGupta: When Tyrion named BRAN the most worthy leader, I swear Sansa and Arya's expressions were the face of every woman who's…"
383,2019-06-16 01:27:16,Have APPLE PAY CASH SET UP ❓ Flip $30 for $150 ❗️ No cards. No banks. ONLY 1 time fee of $30. Dm me .❗️ #targetdown #BTS5THMUSTER #FathersDay #INDvPAK #Pride #BluesParade #2019BTSFESTA #CWC19 #cashdrain #AlaskaHappyHour #CLIPPERDARRELLCARES #DallasCowboys #GameOfThronesFinale https://t.co/PMcDfjUuna
384,2019-06-16 01:24:03,"RT @JoyScott13: Don’t mind me, I’m just crying hearing the #GamefThrones theme for the last time in a new episode 😭😭😭 #GameOfThronesFinale"
385,2019-06-16 00:56:12,"RT @1LifeOfDeen: Samwell Tarly: Democracy 

Everyone else:

#GameOfThronesFinale https://t.co/FFpZCXKDgX"
386,2019-06-16 00:45:56,RT @robert_sith305: Game of thrones night king and Theon recreation!!!!!! #GameOfThronesFinale #GameofThronesSeason8 #nightking #GameOfThor…
387,2019-06-16 00:08:58,RT @robert_sith305: Game of thrones night king and Theon recreation!!!!!! #GameOfThronesFinale #GameofThronesSeason8 #nightking #GameOfThor…
388,2019-06-15 23:41:58,Endgame? Really? I Don't think so #GameOfThronesFinale @GameOfThrones @JohnnieWalkerPH @johnniewalker_ https://t.co/IbFiIB7LxO
389,2019-06-15 23:34:57,RT @P1Eddie: #GameOfThrones #GameOfThronesFinale really! https://t.co/SLTXZvTosB
390,2019-06-15 23:34:02,"RT @Queenziah: #Thefinaleepisode :
Daenerys dyes her hair and marries Bran #GameOfThronesFinale https://t.co/EUopoa3Mfa"
391,2019-06-15 23:30:58,RT @WafflesCat: DIREWOLF bread 😂😂@RosannaPansino #gameofthrones #GameOfThronesFinale https://t.co/xbS9nLm7EQ
392,2019-06-15 23:28:10,RT @robert_sith305: Game of thrones night king and Theon recreation!!!!!! #GameOfThronesFinale #GameofThronesSeason8 #nightking #GameOfThor…
393,2019-06-15 23:19:26,RT @robert_sith305: Game of thrones night king and Theon recreation!!!!!! #GameOfThronesFinale #GameofThronesSeason8 #nightking #GameOfThor…
394,2019-06-15 23:16:28,RT @renegadecut: The #GameofThronesFinale and reaction to it got me thinking about American interventionism and how we see civilian casualt…
395,2019-06-15 23:09:15,Game of thrones night king and Theon recreation!!!!!! #GameOfThronesFinale #GameofThronesSeason8 #nightking #GameOfThornes #theon #arya #bran @GameOfThrones @HBO @SmokeScreenVids @Maisie_Williams @SophieT https://t.co/9PeoRQD8bP
396,2019-06-15 22:59:03,"RT @HausofMiren: #gameofthronesfinale - this is single handedly the most bad-ass scene in game of thrones

this is was made daenerys the le…"
397,2019-06-15 22:42:10,"RT @cutewalter_: #GameOfThronesFinale 

This guy just Perfected the Game of Thrones Characters. 😂😂😂

Which did he get the most?

https://t.…"
398,2019-06-15 22:17:17,"RT @realFFK: ""Bend the knee""-Daenarys Targarayan

""Winter is coming""-Jon Snow. 

""For the night is dark and is full of terrors""-Mellisandra…"
399,2019-06-15 22:16:46,RT @renegadecut: The #GameofThronesFinale and reaction to it got me thinking about American interventionism and how we see civilian casualt…
400,2019-06-15 22:05:11,"RT @realFFK: ""Bend the knee""-Daenarys Targarayan

""Winter is coming""-Jon Snow. 

""For the night is dark and is full of terrors""-Mellisandra…"
401,2019-06-15 21:53:44,RT @renegadecut: The #GameofThronesFinale and reaction to it got me thinking about American interventionism and how we see civilian casualt…
402,2019-06-15 21:53:02,"RT @sritawinterfell: THE MOTHER OF DRAGONS

#GameOfThronesFinale #GameOfThrones https://t.co/y0PHWrsUxQ"
403,2019-06-15 21:52:02,"RT @udotai_j: Jamie Lannister's kingslayer level is so high, he tried to kill the king 8 seasons ago😂😂😂
#GameofThrones #GameOfThronesFinale…"
404,2019-06-15 21:45:04,"RT @realFFK: ""Bend the knee""-Daenarys Targarayan

""Winter is coming""-Jon Snow. 

""For the night is dark and is full of terrors""-Mellisandra…"
405,2019-06-15 21:42:21,"RT @cutewalter_: #GameOfThronesFinale 

This guy just Perfected the Game of Thrones Characters. 😂😂😂

Which did he get the most?

https://t.…"
406,2019-06-15 21:25:09,"Meet my Cat Venom, sitting there like he doesn't give a Shit on how ridiculous he looks like just as D&amp;D don't give a Shit about how they ruined the Show in the End. 😂 #GameofThrones #GameOfThronesFinale #ASOIAF https://t.co/sFw8op7Bmn"
407,2019-06-15 20:55:05,"RT @TargaryenHaught: D&amp;D are just 2 talentless little Dickheads who were pissed like 2 children beeing robbed of their Candy, just bcs thei…"
408,2019-06-15 20:51:30,"RT @TargaryenHaught: D&amp;D are just 2 talentless little Dickheads who were pissed like 2 children beeing robbed of their Candy, just bcs thei…"
0,2019-06-20 11:36:08,Kind Reminder : That A cold person with no feelings is ruling over Westeros now.... 🤔 #branthebroken #makeitmakesense #GameOfThronesFinale https://t.co/Lej49VOD0B
1,2019-06-20 10:43:00,"RT @acursedlove: EVERYBODY LET’S SAY THANK YOU TO THE BEST CAST EVER. 

#GamefThrones #GameOfThronesFinale 
#TheFinalEpisode https://t.co/w…"
2,2019-06-20 10:38:52,RT @lMMUNlTYIDOL: rip two of the most interesting characters game of thrones (and television in general) has ever seen :( cersei and jaime…
3,2019-06-20 10:28:58,Throwback to one of the best frames that ever graced TV. #gameofthronesfinale #tvseries #tbt https://t.co/eLPrESZVAJ
4,2019-06-20 10:27:51,"Hale and hearty, #KitHarington has reportedly returned home from the rehab

@kitharingtoncom #GameofThrones #GameOfThronesFinale #GameOfThrones8 @KitHaringtonES @KitHarington @KitHaringtonSPA @GameOfThrones @HBO https://t.co/Mr5vXpeNcn"
5,2019-06-20 10:26:08,"@dino_melaye Good day twitter sir please help retweet coloured pen drawing of @Peter_Dinklage 
Until he sees it

#GoT 
#peterdinklage
#gameofthronesfinale
Davido https://t.co/9Ov1iLLfsf"
6,2019-06-20 10:26:02,"RT @lady_ifrit: 🎉🎉🎉🎉The weapon of Arya Stark is raffled,🎀🎀 to participate RT. 
good luck to all (The draw will be held on July 10)  #GameOf…"
7,2019-06-20 10:16:45,RT @Francisca_Adri: Plop ! #GameOfThronesFinale
8,2019-06-20 09:28:04,RT @jgamir: Game of Thrones #GameOfThronesFinale https://t.co/EpA7TDrTKe
9,2019-06-20 09:11:59,"#ThursdayThoughts #GameOfThronesFinale 
It's a trick, a shadow on the wall. And a very small man can cast a very large shadow 😊"
10,2019-06-20 07:57:16,"and Yes I cried when Rhaegal and Viserion died, I'm not heartless! and not to mention all of the horses!!!! WHY IS IT ALWAYS THE HORSES!!!!!!!!!!!! Poor babies :'(  Well other than that ^ and the ending. It was a great show! #GameOfThronesFinale Farwell GoT!"
11,2019-06-20 07:53:50,Why has it just dawned on me that Missandei’s last word said was ‘Dracarys’. That’s why Daenarys burnt Kings Landing down and went on a mad one 🤯 #GoT #GameOfThrones #GameOfThronesFinale
12,2019-06-20 07:53:05,RT @KOlusola: Guess we should celebrate the final episode of @GameOfThrones together..... #Dracarys #youknownothingjonsnow #WinterIsComing…
13,2019-06-20 07:15:51,"Share Your Location, See Others Location, Find &amp; Follow People Near You! FOLLOW Us.

#GameofThrones #GameOfThronesFinale #GoTFinale #HappyBirthdayRahulGandhi #HowIFightDepression #HrithikRoshan #ICCWorldCup2019 #INDvsPAK #INDvPAK #IndiaVsPakistan #InternationalYogaDay #Jyotika"
14,2019-06-20 07:12:15,I've heard many people saying that #GameOfThronesFinale was disappointing. I actually thought it was perfect. I may have even shed a tear or two!
15,2019-06-20 06:49:58,"Bereket is coming..
#GameOfThronesFinale"
16,2019-06-20 06:16:28,"Wait, What? #GOT Makers Deleted #CerseiLannister's Miscarriage Scene from the Final Season, Actress #LenaHeadey Reveals Details #GameOfThrones #GameOfThronesFinale  #GOT8 
https://t.co/9RJwHIoqVI"
17,2019-06-20 06:04:04,"RT @Mnemosy: #GameOfThrones #GameOfThronesFinale SPOILER WARNING FOR LAST EPISODE: Lowkey, who else laughed their asses off when Tyrion del…"
18,2019-06-20 06:03:03,"People Had Incredibly Divided Reactions To The Game Of Thrones Finale https://t.co/3rpsuLXosX via @buzzfeeders
#GameOfThronesFinale"
19,2019-06-20 05:50:11,"All of them died for nothing.
#GameOfThronesFinale https://t.co/UfjYiSb4yT"
20,2019-06-20 05:39:28,"RT @SOLProdAZ: As everyone's been saying:
Arya went West
Jon went North
Drogon went East
And the series went South
.
#GOT #GameOfthrones #G…"
21,2019-06-20 05:32:24,RT @KOlusola: Guess we should celebrate the final episode of @GameOfThrones together..... #Dracarys #youknownothingjonsnow #WinterIsComing…
22,2019-06-20 05:28:02,"RT @laurenceraqq: Power of stories | Tyrion Lannister | TEDxKing's landing
😂👏 #DemThrones #GameofThronesFinale #TyrionLannister https://t.c…"
23,2019-06-20 05:25:29,"RT @YinYoungs: Killing Daenerys is not the end of everything.
You had a very good opportunity to teach #Daenerys about love to make a world…"
24,2019-06-20 05:18:06,"RT @acursedlove: EVERYBODY LET’S SAY THANK YOU TO THE BEST CAST EVER. 

#GamefThrones #GameOfThronesFinale 
#TheFinalEpisode https://t.co/w…"
25,2019-06-20 05:14:00,"RT @Eyes14Hazel: @joanna__doe @NBCGoodGirls Right? #Brio fans were (and still are) full on RAGING on Tumblr. Like, #GameOfThronesFinale rag…"
26,2019-06-20 05:05:31,"Kindly help retweet until he sees it coloured ballpen drawing of @Peter_Dinklage 

#GoT
#gameofthronesfinale

Rema Messi dybala Argentina avengers end game https://t.co/3GcCLd7w3V"
27,2019-06-20 04:51:01,"RT @call_me_elliee: Turns out, Jon Snow really did know nothing after all. Either that or David Benioff and D. B. Weiss were so consumed wi…"
28,2019-06-20 04:16:06,"RT @ICRC: Do the Geneva Conventions apply in Westeros? 

For the #GameOfThronesFinale the @RedCrossAU analysed every violation of internati…"
29,2019-06-20 04:11:17,"RT @FoldableHuman: Say what you will about the #GameOfThronesFinale, the John Hughes homage was a bold choice to end on. https://t.co/kKJrJ…"
30,2019-06-20 04:05:03,"Dissapointing pero award winning pa rin naman! 🙌👏👏👏👏

Thank you #GameofThrones 
#GameOfThronesFinale"
31,2019-06-20 03:26:33,RT @xo_kristenleigh: “Jaime Lannister is the nastiest skank bitch I’ve ever met. DO NOT TRUST HIM. He is a fugly slut!” #GameOfThronesFinal…
32,2019-06-20 03:17:06,Finally watching #GameOfThronesFinale 🤣🤣
33,2019-06-20 03:04:10,RT @TeranceTshuma: Close to a decade of our lives for this #GameOfThronesFinale https://t.co/psaTQoJFaI
34,2019-06-20 02:46:13,"RT @acursedlove: EVERYBODY LET’S SAY THANK YOU TO THE BEST CAST EVER. 

#GamefThrones #GameOfThronesFinale 
#TheFinalEpisode https://t.co/w…"
35,2019-06-20 02:33:08,"RT @iAmpravinsuthar: Say what you will about the #GameOfThronesFinale, the John Hughes homage was a bold choice to end on.
#GOT #TheFinalEp…"
36,2019-06-20 01:46:00,"RT @QueilaValim: I Understand now, why you wanted to kill everyone. I would do the same  #GameOfThronesFinale https://t.co/zWLSkZxwD6"
37,2019-06-20 01:15:36,I only valued you when I lost you 😫#GameOfThrones #GameOfThronesFinale #NightKing #FortheThrone https://t.co/vcINN0Pqdv
38,2019-06-20 00:44:46,"RT @insoniascarvao: i'm ready, @HBO 
#GameOfThronesFinale #GameOfThrones #Arya https://t.co/rYH3gHRta8"
39,2019-06-20 00:00:23,"🎉🎉🎉🎉The weapon of Arya Stark is raffled,🎀🎀 to participate RT. 
good luck to all (The draw will be held on July 10)  #GameOfThronesFinale https://t.co/Uz7LgHVbOe"
40,2019-06-19 23:21:15,RT @aaronhandler: Jon Snow gets the Coming Home video he deserves #GameOfThrones #GameOfThronesFinale @BarstoolBigCat https://t.co/YEx1oeWu…
41,2019-06-19 23:12:37,RT @EllieGoldwine: Long may she reign #queencersei #cersei #CerseiLannister #gamefthrones #gameofthronesart #gameofthronesspoilers #GameOfT…
42,2019-06-19 22:32:19,"Also, I don’t understand the hate on the #GameofThronesfinale I thought it was perfect 👌 #gameofthones"
43,2019-06-19 21:46:05,RT @piersmorgan: BREAKING: I don't care what happened in the #GameofThronesFinale because I've never watched a second of this fantastical o…
44,2019-06-19 21:43:58,"RT @acursedlove: EVERYBODY LET’S SAY THANK YOU TO THE BEST CAST EVER. 

#GamefThrones #GameOfThronesFinale 
#TheFinalEpisode https://t.co/w…"
45,2019-06-19 21:33:06,"RT @udotai_j: Jamie Lannister's kingslayer level is so high, he tried to kill the king 8 seasons ago😂😂😂
#GameofThrones #GameOfThronesFinale…"
46,2019-06-19 21:12:52,Long may she reign #queencersei #cersei #CerseiLannister #gamefthrones #gameofthronesart #gameofthronesspoilers #GameOfThronesFinale #gameofthronesmemes https://t.co/fKPcefFfgn
47,2019-06-19 21:10:36,"“played game of thrones, won, but died” #DaenerysTargaryen #stormborn #theunburnt #daenerys #GamesOfThrones #gotart #GameofThronesSeason8 #gameofthronesmemes #GameOfThronesFinale #GameofThronesSeason8 https://t.co/lvg8Rh5dVv"
48,2019-06-19 20:55:16,RT @jessicalmorgans: My take on the 30 Day Game of Thrones Challenge https://t.co/vzaDAmYL9Y #gameofthrones #GOT #gotchallenge #GameOfThron…
49,2019-06-19 20:54:02,My take on the 30 Day Game of Thrones Challenge https://t.co/vzaDAmYL9Y #gameofthrones #GOT #gotchallenge #GameOfThronesFinale https://t.co/jgVpZAtNX4
50,2019-06-19 20:34:36,"RT @seventybroad7: Cant wait for the disappointment that will be the #GameOfThronesFinale, at this point I'm more emotionally involved with…"
51,2019-06-19 19:59:30,@GameOfThrones  Its not too late #GameOfThronesFinale https://t.co/tOdB0MvJ9g
52,2019-06-19 19:54:59,"The end of Game of Thrones was  a brave shit!😭😭

#GameOfThronesFinale #GameofThrones"
53,2019-06-19 19:36:16,"Business card Order now
https://t.co/n4EBVE2u2P

#GameOfThronesFinale #Bahrain #AlJazeera #Holocaust #Baghdad #Gaza #Iraq #Poland #Trump #fintech #BrooksKoepkagirlfriend #RobertFSmith #GameofThronesfinale #graphicdesigntrends2019 #Graphicdesign #GrumpyCat #2019graphicdesigntrpic https://t.co/8wYCyixLti"
54,2019-06-19 19:25:08,"Are you sad about Game of Thrones ending? Here are five potential settings for the GOT spin-offs! https://t.co/4rHeJGZcE7
#GOT #GameofThrones #GameOfThronesFinale 
#spinoff"
55,2019-06-19 19:22:33,RT @luismpreto: That iconic shot of Daenerys in the last episode of Season 8? Yea.... Did it first.... #diditfirst #budgetversion #GameOfTh…
56,2019-06-19 19:19:56,That iconic shot of Daenerys in the last episode of Season 8? Yea.... Did it first.... #diditfirst #budgetversion #GameOfThronesFinale #GameOfTrones #GameofThronesSeason8 https://t.co/sAKF51ka7O
